room_item_id,level,item_detail,lvup_trigger_type,lvup_trigger_id,lvup_trigger_value,lvup_trigger_type_2,lvup_trigger_id_2,lvup_trigger_value_2,lvup_item1_type,lvup_item1_id,lvup_item1_num,lvup_time
1502,1,"A rustic partition made from simple wooden boards. The slight gaps allow sunlight to leak through, filling the space with a comforting natural ambience.",0,0,0,0,0,0,0,0,0,0
1503,1,"A partition made from a single large board of wood. Though the design is simple, it's sturdy enough to protect anyone's privacy, and the plain wooden surface is perfect for pinning up decorations.",0,0,0,0,0,0,0,0,0,0
1504,1,"A basic, no-frills stool made of wood. Though it doesn't feature a cushion, the seat is carved in a subtle contour to provide a surprisingly comfortable resting place.",0,0,0,0,0,0,0,0,0,0
1505,1,"A simple wooden stool topped with a cushioned surface. Though compact enough to be suitable for all manner of uses, the cushion itself is deceptively deep, providing a soft texture that will keep you comfortable for hours.",0,0,0,0,0,0,0,0,0,0
1506,1,"A wooden chair complete with backrest. The classic, uncomplicated design feels reassuringly sturdy, supporting you with all the natural strength of the forest.",0,0,0,0,0,0,0,0,0,0
1507,1,"A comfy seat designed for a single person. The wooden armrests feel as reliable as an old friend. As you lean back upon the natural green fabric, you'll feel like you're resting in a forest grove.",0,0,0,0,0,0,0,0,0,0
1508,1,"A bench-style seat fashioned from rustic wooden parts. Though the basic structure is similar to an outdoor bench, the generously-sized cushions make it far more comfortable.",0,0,0,0,0,0,0,0,0,0
1509,1,"A small shelf constructed from thick wooden branches. The natural curves of the tree give it a comforting aesthetic, making it a perfect spot to display your favorite items.",0,0,0,0,0,0,0,0,0,0
1510,1,"A simple side table in a rustic style. The classic round shape makes for a pleasing addition to almost any room design.",0,0,0,0,0,0,0,0,0,0
1511,1,"A curved coffee table designed to show off the grain of the wood it's fashioned from. The natural color and texture only grow in authenticity with years of use, and the rings in the wood serve as a reminder of the forest's years of wisdom.",0,0,0,0,0,0,0,0,0,0
1512,1,"A place to share dinner with the whole family. Though the planks look uneven at a glance, they're actually carved to provide a smooth surface that's pleasing to the touch.",0,0,0,0,0,0,0,0,0,0
1513,1,"A classic rug with a leafy-green striped design. Its natural hues are sure to set the heart at ease.",0,0,0,0,0,0,0,0,0,0
1514,1,"A rug decorated with a simple pattern using natural dyes. Its sturdily woven surface is so welcoming, you might be tempted to curl up for a nap on the floor.",0,0,0,0,0,0,0,0,0,0
1515,1,"A wooden wall design inspired by traditional woodland lodges. Taking full advantage of the timber's natural curves, the shuttered windows allow slivers of light to filter through like sunbeams through forest leaves.",0,0,0,0,0,0,0,0,0,0
1516,1,"An unadorned wooden floor design, using a variety of different woods to create an ecological aesthetic. Best enjoyed barefoot, so you can fully appreciate the warm natural textures.",0,0,0,0,0,0,0,0,0,0
1601,1,"A floral-patterned bed fit to herald the coming of spring. Swaddled in its blankets, you'll feel like you're resting in a field of beautiful blossoms, leaving all the stress of your daily life behind.",0,0,0,0,0,0,0,0,0,0
1602,1,"Like a knight's trusty shield, this partition protects a maiden's secrets from prying eyes. Though the feminine design looks delicate, it's more than sturdy enough to keep your privacy secure.",0,0,0,0,0,0,0,0,0,0
1603,1,"You'll be sitting pretty on this adorably petite stool. Though it excels in both sturdiness and comfort, the flowers depicted on its cushioned surface look so delicate that you might hesitate to sit down upon them.",0,0,0,0,0,0,0,0,0,0
1604,1,"A chair with a design so floral that you can almost detect the scent of petals floating in the wind. Though the design looks as delicate as gossamer, its finely-crafted frame will last you a lifetime.",0,0,0,0,0,0,0,0,0,0
1605,1,"A single-person seat that brightens up a room like a flower in full bloom. Though the design is lightweight, no corners were cut when it comes to comfort, and its welcoming cushioned surface is popular with young and old alike.",0,0,0,0,0,0,0,0,0,0
1606,1,"A two-seater sofa with a heartwarming floral design. Perhaps due to its warm, inviting colors, you won't feel lonely even using it on your own. Nope, not lonely at all.",0,0,0,0,0,0,0,0,0,0
1607,1,"A chic wardrobe, subtly accented with individual flower designs. A word of warning: you may be overcome by the urge to fill it with floral-themed clothing. Perhaps the beauty of the blossoms is a little TOO magical.",0,0,0,0,0,0,0,0,0,0
1608,1,"A simple chest of drawers with cute flowery adornments. Each drawer seems to release a floral scent when opened, so you might find yourself reaching for the handles even when you don't have any business with the contents.",0,0,0,0,0,0,0,0,0,0
1609,1,"Popular for its reasonable size and charming floral design, this table is perfect for enjoying afternoon tea. Gather around it for some girls' talk and watch your friendships blossom.",0,0,0,0,0,0,0,0,0,0
1610,1,"Whether you're laying out an assortment of cakes or a three-course meal, this floral table will provide the perfect backdrop. When gathering around it with friends, you might feel like you're enjoying a picnic in the comfort of your own home.",0,0,0,0,0,0,0,0,0,0
1611,1,"A wallpaper that seems to embody the scent of flowers in bloom. Surrounded by the soothing colors of spring, neither the oppressive warmth of summer nor the chill of winter will be able to reach you. Its comforting tones are particularly popular with guilds including children.",0,0,0,0,0,0,0,0,0,0
1612,1,"An elegant floor tiled with rose designs. The pastel pink hues seem to heighten the elegance of the rose petals, giving the room an air of luxury.",0,0,0,0,0,0,0,0,0,0
1701,1,"A classic beach chair with a sharp, colorful design. Reclining at an angle carefully calculated to relax your entire body, all you'll need is a glass of your favorite drink to complete your own tropical paradise!",0,0,0,0,0,0,0,0,0,0
1702,1,"A decorative basin filled with refreshing water, its surface decorated with blossoms of various colors. Just gazing upon it is enough to refresh your spirit and take your mind off the summer heat.",0,0,0,0,0,0,0,0,0,0
1703,1,"A decorative plant with lush, healthy leaves. Place one in your room to make it feel a little more tropical, but don't forget to use the included watering can to keep it in top condition!",0,0,0,0,0,0,0,0,0,0
1704,1,"Modeled on Maho of Caon, this adorable plush doll is part of the second wave of the charming PriPlushie series. Joining the ranks of the plushies she loves, you can tell she's waiting for her prince to come and give her a big hug.",0,0,0,0,0,0,0,0,0,0
1705,1,"Modeled on Makoto of Caon, this adorable plush doll is part of the second wave of the charming PriPlushie series. Though she seems rough-and-ready, she's just as soft at heart as this plush representation suggests.",0,0,0,0,0,0,0,0,0,0
1706,1,"Modeled on Kasumi of Caon, this adorable plush doll is part of the second wave of the charming PriPlushie series. From the satisfied smile on her face, you can tell she must have just solved a perplexing mystery.",0,0,0,0,0,0,0,0,0,0
1707,1,"Modeled on Kaori of Caon, this adorable plush doll is part of the second wave of the charming PriPlushie series. Why sweat the small stuff when you can cuddle it instead?",0,0,0,0,0,0,0,0,0,0
1801,1,"A fishbowl so large, it's basically a miniature aquarium. Not only can you gaze at it for hours on end, you can even set up the traditional festival game of goldfish scooping in the comfort of your own home!",0,0,0,0,0,0,0,0,0,0
1802,1,"A novelty lamp designed to resemble a jellyfish drifting through the ocean depths. With the room bathed in its mysterious green light, you might just feel like the tides are sweeping you away. Lay back and let them carry you to paradise!",0,0,0,0,0,0,0,0,0,0
1803,1,"A novelty lamp designed to resemble a jellyfish drifting through the ocean depths. With the room bathed in its refreshing blue light, you'll feel like you've sunk beneath the waves yourself. Immerse yourself in a relaxing watery world!",0,0,0,0,0,0,0,0,0,0
